id,name,genres,images
1GmsPCcpKgF9OhlNXjOsbS,Lizzy McAlpine,"['alt z', 'boston folk', 'indie pop', 'singer-songwriter pop']","['https://i.scdn.co/image/ab6761610000e5eb047494355f49310b5b7e5f2b', 'https://i.scdn.co/image/ab67616100005174047494355f49310b5b7e5f2b', 'https://i.scdn.co/image/ab6761610000f178047494355f49310b5b7e5f2b']"
1ztTVMgVpMa4gESKeL60xU,Blah Blah Blah,['chicago indie'],"['https://i.scdn.co/image/ab6761610000e5eb0c732c07f58081cfb1da153c', 'https://i.scdn.co/image/ab676161000051740c732c07f58081cfb1da153c', 'https://i.scdn.co/image/ab6761610000f1780c732c07f58081cfb1da153c']"
2vI9KFm0fwSfPrpEgOeIbq,Brad Mehldau,"['contemporary jazz', 'contemporary post-bop', 'jazz', 'jazz piano', 'modern jazz piano']","['https://i.scdn.co/image/ab6761610000e5eb6bdee5a0c67809a15771acea', 'https://i.scdn.co/image/ab676161000051746bdee5a0c67809a15771acea', 'https://i.scdn.co/image/ab6761610000f1786bdee5a0c67809a15771acea']"
2j6asjJTdzpuwZZXsQVtSH,Orbiting Human Circus,[],"['https://i.scdn.co/image/ab6761610000e5ebf40e5cdcf0ad90287598861d', 'https://i.scdn.co/image/ab67616100005174f40e5cdcf0ad90287598861d', 'https://i.scdn.co/image/ab6761610000f178f40e5cdcf0ad90287598861d']"
32nW8kGbs65y8CSlIvREuc,VOCES8,"['british choir', 'choral', 'contemporary choir', 'vocal ensemble']","['https://i.scdn.co/image/ab6761610000e5eb1e0676651235a324bd58ada3', 'https://i.scdn.co/image/ab676161000051741e0676651235a324bd58ada3', 'https://i.scdn.co/image/ab6761610000f1781e0676651235a324bd58ada3']"
0zooagBp2tYdvvSLp74S7U,FIZZ,[],"['https://i.scdn.co/image/ab6761610000e5ebb63c13fcbe5290fed39870fa', 'https://i.scdn.co/image/ab67616100005174b63c13fcbe5290fed39870fa', 'https://i.scdn.co/image/ab6761610000f178b63c13fcbe5290fed39870fa']"
2BL3PP6aTKJ1jqbRgfQa71,The Honeysticks,"['indie pop', 'la indie', 'pov: indie']","['https://i.scdn.co/image/ab6761610000e5ebafcdb9d7cd792f815471a94e', 'https://i.scdn.co/image/ab67616100005174afcdb9d7cd792f815471a94e', 'https://i.scdn.co/image/ab6761610000f178afcdb9d7cd792f815471a94e']"
4Rus30xX4FOv2cyeFI79Qh,Elijah Fox,['corecore'],"['https://i.scdn.co/image/ab6761610000e5ebc2b3c18187029164af151920', 'https://i.scdn.co/image/ab67616100005174c2b3c18187029164af151920', 'https://i.scdn.co/image/ab6761610000f178c2b3c18187029164af151920']"
0ZUvK7zGdXLd78mQr3t1Tw,Ricky Montgomery,"['la indie', 'pop', 'pov: indie']","['https://i.scdn.co/image/ab6761610000e5eb1e0b0e47c89504891b7eb484', 'https://i.scdn.co/image/ab676161000051741e0b0e47c89504891b7eb484', 'https://i.scdn.co/image/ab6761610000f1781e0b0e47c89504891b7eb484']"
7pXu47GoqSYRajmBCjxdD6,Vulfpeck,"['ann arbor indie', 'funk rock', 'instrumental funk']","['https://i.scdn.co/image/ab6761610000e5eb3f8c36a57018e5221c8c458c', 'https://i.scdn.co/image/ab676161000051743f8c36a57018e5221c8c458c', 'https://i.scdn.co/image/ab6761610000f1783f8c36a57018e5221c8c458c']"
2Oq3sgFa2HSvRY0vL6bDxN,Monica Martin,[],"['https://i.scdn.co/image/ab6761610000e5ebddee5b703d468fb2717505ef', 'https://i.scdn.co/image/ab67616100005174ddee5b703d468fb2717505ef', 'https://i.scdn.co/image/ab6761610000f178ddee5b703d468fb2717505ef']"
0ZHYWjY4CjSi7BHBiuw3QN,10 Good Songs,[],"['https://i.scdn.co/image/ab6761610000e5ebceaabe30f85cc870dcab7d78', 'https://i.scdn.co/image/ab67616100005174ceaabe30f85cc870dcab7d78', 'https://i.scdn.co/image/ab6761610000f178ceaabe30f85cc870dcab7d78']"
1ybAN3utgdoUL1MUCtH4QM,Tennis,"['art pop', 'chamber pop', 'chillwave', 'denver indie', 'indie pop', 'indie rock', 'indie surf', 'shimmer pop']","['https://i.scdn.co/image/ab6761610000e5eb76d9c0cc8e9bb869a2232d2e', 'https://i.scdn.co/image/ab6761610000517476d9c0cc8e9bb869a2232d2e', 'https://i.scdn.co/image/ab6761610000f17876d9c0cc8e9bb869a2232d2e']"
4Z8W4fKeB5YxbusRsdQVPb,Radiohead,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']","['https://i.scdn.co/image/ab6761610000e5eba03696716c9ee605006047fd', 'https://i.scdn.co/image/ab67616100005174a03696716c9ee605006047fd', 'https://i.scdn.co/image/ab6761610000f178a03696716c9ee605006047fd']"
5INjqkS1o8h1imAzPqGZBb,Tame Impala,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']","['https://i.scdn.co/image/ab6761610000e5eb90357ef28b3a012a1d1b2fa2', 'https://i.scdn.co/image/ab6761610000517490357ef28b3a012a1d1b2fa2', 'https://i.scdn.co/image/ab6761610000f17890357ef28b3a012a1d1b2fa2']"
1ctkBmvz80MGyi72Ix055S,Alex Turner,['sheffield indie'],"['https://i.scdn.co/image/ab67616d0000b273672951d44a35cb08092f2c1f', 'https://i.scdn.co/image/ab67616d00001e02672951d44a35cb08092f2c1f', 'https://i.scdn.co/image/ab67616d00004851672951d44a35cb08092f2c1f']"
1cahIYMTwdmZtcjAq48MUC,The Happy Children,['minneapolis indie'],"['https://i.scdn.co/image/ab6761610000e5eb4d577661315e0fd4c3293d22', 'https://i.scdn.co/image/ab676161000051744d577661315e0fd4c3293d22', 'https://i.scdn.co/image/ab6761610000f1784d577661315e0fd4c3293d22']"
0X380XXQSNBYuleKzav5UO,Nine Inch Nails,"['alternative metal', 'alternative rock', 'cyberpunk', 'electronic rock', 'grunge', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rock']","['https://i.scdn.co/image/ab6761610000e5eb047095c90419cf2a97266f77', 'https://i.scdn.co/image/ab67616100005174047095c90419cf2a97266f77', 'https://i.scdn.co/image/ab6761610000f178047095c90419cf2a97266f77']"
6olE6TJLqED3rqDCT0FyPh,Nirvana,"['grunge', 'permanent wave', 'rock']","['https://i.scdn.co/image/84282c28d851a700132356381fcfbadc67ff498b', 'https://i.scdn.co/image/a4e10b79a642e9891383448cbf37d7266a6883d6', 'https://i.scdn.co/image/42ae0f180f16e2f21c1f2212717fc436f5b95451', 'https://i.scdn.co/image/e797ad36d56c3fc8fa06c6fe91263a15bf8391b8']"
5WvFLGeK0O8imCwfQF1j3b,The Jins,[],"['https://i.scdn.co/image/ab6761610000e5eb33e0a9c5aad0500fce149bd8', 'https://i.scdn.co/image/ab6761610000517433e0a9c5aad0500fce149bd8', 'https://i.scdn.co/image/ab6761610000f17833e0a9c5aad0500fce149bd8']"
0epidpyARaIPmKpFUwcgnJ,Sex Bob-Omb,['comedy rock'],[]
6A7uqgC2N1nUhrCLAytHxN,PUP,"['alternative emo', 'bubblegrunge', 'canadian indie', 'canadian pop punk', 'canadian punk', 'emo', 'indie punk', 'toronto indie']","['https://i.scdn.co/image/ab6761610000e5eb3c01e2c45dcbdca5a953b469', 'https://i.scdn.co/image/ab676161000051743c01e2c45dcbdca5a953b469', 'https://i.scdn.co/image/ab6761610000f1783c01e2c45dcbdca5a953b469']"
3Ayl7mCk0nScecqOzvNp6s,Jimmy Eat World,"['alternative metal', 'alternative rock', 'emo', 'modern power pop', 'modern rock', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge', 'punk', 'rock']","['https://i.scdn.co/image/ab6761610000e5eb0dc33cfd207772f8e2f6b46f', 'https://i.scdn.co/image/ab676161000051740dc33cfd207772f8e2f6b46f', 'https://i.scdn.co/image/ab6761610000f1780dc33cfd207772f8e2f6b46f']"
3jOstUTkEu2JkjvRdBA5Gu,Weezer,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']","['https://i.scdn.co/image/ab6761610000e5eb3cd35451daa1b690cfbbb2d4', 'https://i.scdn.co/image/ab676161000051743cd35451daa1b690cfbbb2d4', 'https://i.scdn.co/image/ab6761610000f1783cd35451daa1b690cfbbb2d4']"
40Yq4vzPs9VNUrIBG5Jr2i,The Smashing Pumpkins,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock', 'spacegrunge']","['https://i.scdn.co/image/ab6761610000e5eb86bd93938c4811d1f94adf9f', 'https://i.scdn.co/image/ab6761610000517486bd93938c4811d1f94adf9f', 'https://i.scdn.co/image/ab6761610000f17886bd93938c4811d1f94adf9f']"
4F84IBURUo98rz4r61KF70,The White Stripes,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'permanent wave', 'punk blues', 'rock']","['https://i.scdn.co/image/ab6761610000e5eb70cc06de8fc28226d4743cd9', 'https://i.scdn.co/image/ab6761610000517470cc06de8fc28226d4743cd9', 'https://i.scdn.co/image/ab6761610000f17870cc06de8fc28226d4743cd9']"
2qnpHrOzdmOo1S4ox3j17x,Turnstile,"['hardcore punk', 'modern melodic hardcore']","['https://i.scdn.co/image/ab6761610000e5eb34d78c51c37d192c28b55a8c', 'https://i.scdn.co/image/ab6761610000517434d78c51c37d192c28b55a8c', 'https://i.scdn.co/image/ab6761610000f17834d78c51c37d192c28b55a8c']"
4pejUc4iciQfgdX6OKulQn,Queens of the Stone Age,"['alternative metal', 'alternative rock', 'grunge', 'modern rock', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']","['https://i.scdn.co/image/ab6761610000e5eb909b2c4b7c768ee03445cd10', 'https://i.scdn.co/image/ab67616100005174909b2c4b7c768ee03445cd10', 'https://i.scdn.co/image/ab6761610000f178909b2c4b7c768ee03445cd10']"
7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']","['https://i.scdn.co/image/ab6761610000e5ebc884df599abc793c116cdf15', 'https://i.scdn.co/image/ab67616100005174c884df599abc793c116cdf15', 'https://i.scdn.co/image/ab6761610000f178c884df599abc793c116cdf15']"
26T3LtbuGT1Fu9m0eRq5X3,Cage The Elephant,"['modern alternative rock', 'modern rock', 'pov: indie', 'punk blues', 'rock']","['https://i.scdn.co/image/ab6761610000e5eb766df8f443e0160f7b35545d', 'https://i.scdn.co/image/ab67616100005174766df8f443e0160f7b35545d', 'https://i.scdn.co/image/ab6761610000f178766df8f443e0160f7b35545d']"
4zYQWYmtimAEmI6WWEzGfO,Them Crooked Vultures,"['alternative metal', 'alternative rock', 'modern blues rock', 'modern rock', 'supergroup']","['https://i.scdn.co/image/7e78d34c33af8c3555f8eec0f8823cbde00ae2cc', 'https://i.scdn.co/image/a1792d5eb9cee6c5faaee1b8aafa1cb7205641ca', 'https://i.scdn.co/image/88810528b3dbeb136c03b1db10947e74075695ad', 'https://i.scdn.co/image/5f1e9c2ef08edcebf4c028c85fccc6d86d7e22ce']"
4HVmeVTQBgvTuvjB1JYwaf,Gilbert O'Sullivan,"['bubblegum pop', 'soft rock']","['https://i.scdn.co/image/ab6761610000e5eb5bded74a595b36d42732f9a7', 'https://i.scdn.co/image/ab676161000051745bded74a595b36d42732f9a7', 'https://i.scdn.co/image/ab6761610000f1785bded74a595b36d42732f9a7']"
1rAv1GhTQ2rmG94p9lU3rB,Julian Casablancas,['indie rock'],"['https://i.scdn.co/image/ab6761610000e5eb97357a72fc531a2c2d3ee47a', 'https://i.scdn.co/image/ab6761610000517497357a72fc531a2c2d3ee47a', 'https://i.scdn.co/image/ab6761610000f17897357a72fc531a2c2d3ee47a']"
0C0XlULifJtAgn6ZNCW2eu,The Killers,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']","['https://i.scdn.co/image/ab6761610000e5eb207b21f3ed0ee96adce3166a', 'https://i.scdn.co/image/ab67616100005174207b21f3ed0ee96adce3166a', 'https://i.scdn.co/image/ab6761610000f178207b21f3ed0ee96adce3166a']"
1Li0eIWeMeWcOOWpImcG9H,Albert Hammond Jr,['garage rock'],"['https://i.scdn.co/image/ab6761610000e5eb785a6ede0ca23d01803b74f3', 'https://i.scdn.co/image/ab67616100005174785a6ede0ca23d01803b74f3', 'https://i.scdn.co/image/ab6761610000f178785a6ede0ca23d01803b74f3']"
5UqTO8smerMvxHYA5xsXb6,Sonic Youth,"['alternative rock', 'noise pop', 'noise rock', 'rock', 'shoegaze']","['https://i.scdn.co/image/af335c11a73e9311516bb28800be58311410d1be', 'https://i.scdn.co/image/a6f14050fe0b0e188d23298efffd3ff06511e99c', 'https://i.scdn.co/image/976d63d12b1c9ea37edbef69ad5439ab79a59889', 'https://i.scdn.co/image/4efa809bcbed4385812febceb5fe665f6dde361e']"
0SwO7SWeDHJijQ3XNS7xEE,MGMT,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']","['https://i.scdn.co/image/ab6761610000e5eb9dccdc8f4087cbe2bdedc9d3', 'https://i.scdn.co/image/ab676161000051749dccdc8f4087cbe2bdedc9d3', 'https://i.scdn.co/image/ab6761610000f1789dccdc8f4087cbe2bdedc9d3']"
3yY2gUcIsjMr8hjo51PoJ8,The Smiths,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']","['https://i.scdn.co/image/481b980af463122013e4578c08fb8c5cbfaed1e9', 'https://i.scdn.co/image/4bf08a9e6eea088b20d4092d1322bbd3f39ff9af', 'https://i.scdn.co/image/bd4c7f5ff2c5c4385604e60c71eac1dd498ddbd9', 'https://i.scdn.co/image/d3a2542f2811b5b01ee3483ec7c193f72a882ea1']"
3WaJSfKnzc65VDgmj2zU8B,Interpol,"['alternative dance', 'alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']","['https://i.scdn.co/image/ab6761610000e5ebc31f8e7aad462874455cf070', 'https://i.scdn.co/image/ab67616100005174c31f8e7aad462874455cf070', 'https://i.scdn.co/image/ab6761610000f178c31f8e7aad462874455cf070']"
6zvul52xwTWzilBZl6BUbT,Pixies,"['alternative rock', 'boston rock', 'permanent wave', 'rock']","['https://i.scdn.co/image/ab6761610000e5eb6281c5914a991e5c0e6e9d13', 'https://i.scdn.co/image/ab676161000051746281c5914a991e5c0e6e9d13', 'https://i.scdn.co/image/ab6761610000f1786281c5914a991e5c0e6e9d13']"
5J81VungUjSVHxlPpTI9KG,Mild High Club,"['indie garage rock', 'neo-psychedelic']","['https://i.scdn.co/image/ab6761610000e5eb57e304470606c0f284d6c748', 'https://i.scdn.co/image/ab6761610000517457e304470606c0f284d6c748', 'https://i.scdn.co/image/ab6761610000f17857e304470606c0f284d6c748']"
3M0H4efyA5YcijrKlaKbYn,Miles Kane,"['baroque pop', 'british indie rock', 'garage rock', 'modern rock']","['https://i.scdn.co/image/ab6761610000e5eb29b22b9652ce23d54b74171d', 'https://i.scdn.co/image/ab6761610000517429b22b9652ce23d54b74171d', 'https://i.scdn.co/image/ab6761610000f17829b22b9652ce23d54b74171d']"
1LeVJ5GPeYDOVUjxx1y7Rp,Unknown Mortal Orchestra,"['art pop', 'indie rock', 'indie soul', 'indietronica', 'kiwi rock', 'neo-psychedelic', 'portland hip hop', 'psychedelic pop']","['https://i.scdn.co/image/ab6761610000e5eb043caa3b5d1ec3aada9f7a6c', 'https://i.scdn.co/image/ab67616100005174043caa3b5d1ec3aada9f7a6c', 'https://i.scdn.co/image/ab6761610000f178043caa3b5d1ec3aada9f7a6c']"
2Z7UcsdweVlRbAk5wH5fsf,The Last Shadow Puppets,"['baroque pop', 'modern rock', 'sheffield indie']","['https://i.scdn.co/image/1e721c9502da1663fe9dd0b9f8a90519546f0a9f', 'https://i.scdn.co/image/c3d3f098f92fbacb7a16ab5ca1d801228b26e1b2', 'https://i.scdn.co/image/ef0c42ed770ea0b67e073b2796c5e6eb2dd937cc', 'https://i.scdn.co/image/df50b63ee9d08f5aa7a93cec0f26fcc1846ca20f']"
